id,fare_amount
0,9.002000000000002
1,8.632000000000003
2,6.022
3,9.371
4,13.91
5,7.888000000000001
6,5.613
7,54.4415
8,11.547999999999996
9,6.721000000000001
10,8.883
11,14.917900000000008
12,5.272000000000003
13,7.332999999999999
14,8.748000000000001
15,12.026
16,5.052
17,9.205999999999996
18,5.354000000000001
19,5.1679999999999975
20,9.0851
21,7.7709999999999955
22,7.242000000000001
23,9.488000000000001
24,16.323
25,6.155
26,26.094999999999974
27,21.758000000000003
28,6.558
29,12.435000000000002
30,9.663
31,5.529
32,5.108999999999998
33,9.769700000000004
34,8.231999999999998
35,6.327999999999999
36,5.747000000000001
37,5.736999999999999
38,8.541000000000002
39,4.617
40,17.35399999999999
41,8.532000000000002
42,17.581000000000014
43,9.808000000000003
44,6.099000000000001
45,10.774000000000001
46,5.951999999999999
47,6.944
48,5.476
49,6.802400000000002
50,10.508999999999999
51,14.246999999999998
52,18.449
53,5.478
54,7.861999999999999
55,12.799000000000003
56,9.883
57,10.992999999999997
58,11.688999999999997
59,11.693300000000006
60,7.583999999999999
61,9.843000000000002
62,5.473000000000002
63,5.212999999999999
64,6.539000000000002
65,6.543000000000004
66,9.193000000000003
67,5.602
68,5.120999999999999
69,15.109000000000004
70,5.975
71,6.97
72,9.413999999999998
73,6.469000000000003
74,8.946000000000002
75,12.512
76,42.91840000000001
77,5.200000000000001
78,5.4
79,4.527000000000001
80,6.816000000000002
81,5.170000000000001
82,7.4049999999999985
83,9.061999999999998
84,17.079000000000004
85,5.359299999999998
86,6.9972999999999965
87,6.149
88,13.389
89,8.738000000000003
90,9.301000000000004
91,9.312999999999997
92,5.934000000000001
93,6.793999999999999
94,13.031999999999998
95,13.688000000000002
96,11.885000000000002
97,11.735
98,8.550000000000004
99,10.737
100,11.854000000000001
101,9.197000000000001
102,49.5512
103,6.993999999999996
104,4.527999999999999
105,5.690000000000001
106,10.530999999999997
107,8.978
108,9.963000000000001
109,35.95279999999998
110,23.98700000000001
111,17.697999999999997
112,9.897999999999998
113,12.492
114,5.650000000000002
115,5.555999999999999
116,22.559999999999988
117,8.020999999999997
118,7.123999999999996
119,9.931000000000003
120,10.728999999999994
121,8.202000000000002
122,9.209999999999997
123,7.120999999999999
124,6.756999999999998
125,5.849999999999999
126,8.237000000000002
127,10.298999999999996
128,6.836999999999998
129,17.90300000000001
130,5.500000000000001
131,4.710999999999999
132,6.226999999999999
133,6.142000000000001
134,6.686999999999999
135,5.560999999999999
136,10.307000000000006
137,8.735
138,19.098000000000003
139,8.047000000000002
140,4.997000000000001
141,8.934000000000001
142,7.321999999999998
143,5.17
144,7.287000000000001
145,7.168999999999999
146,11.553999999999998
147,9.197000000000003
148,7.631000000000004
149,6.841
150,9.039000000000003
151,8.302999999999997
152,8.532
153,5.053000000000001
154,11.620000000000003
155,7.066000000000002
156,8.061
157,19.345000000000006
158,10.828
159,7.578000000000006
160,11.320000000000004
161,7.047999999999999
162,32.10659999999999
163,18.574999999999992
164,5.8530000000000015
165,8.123999999999999
166,4.980999999999999
167,22.063199999999988
168,5.783999999999997
169,8.429699999999997
170,8.85
171,8.318
172,19.639999999999993
173,7.7353
174,6.328000000000002
175,9.793999999999999
176,6.753000000000002
177,7.372000000000001
178,24.265599999999996
179,7.6329999999999965
180,18.6994
181,6.831999999999998
182,15.237999999999998
183,8.697000000000003
184,9.589999999999998
185,7.943999999999997
186,7.059000000000001
187,10.714999999999998
188,50.842100000000045
189,8.427000000000001
190,8.355
191,8.018000000000002
192,5.788000000000004
193,5.255000000000001
194,6.376999999999999
195,10.186000000000002
196,7.463999999999998
197,10.875999999999998
198,6.391999999999999
199,9.645
200,8.772000000000002
201,9.369999999999997
202,5.039000000000001
203,8.599999999999998
204,6.350000000000001
205,5.601
206,9.519
207,9.413000000000002
208,8.950000000000003
209,21.16
210,5.39
211,12.931300000000004
212,13.411000000000001
213,7.035000000000001
214,13.284999999999995
215,6.912999999999998
216,11.973000000000003
217,14.740999999999994
218,13.815999999999995
219,5.838999999999998
220,13.831
221,5.798999999999996
222,12.381999999999996
223,30.65099999999999
224,10.599
225,7.796000000000001
226,7.602000000000003
227,7.915999999999997
228,6.6949999999999985
229,7.591999999999997
230,6.882
231,8.786000000000001
232,8.082000000000006
233,21.61200000000001
234,12.190999999999997
235,6.057999999999998
236,7.941999999999999
237,9.884
238,12.607999999999999
239,12.996999999999998
240,11.323000000000002
241,8.649999999999999
242,6.578999999999997
243,8.828999999999994
244,9.057
245,13.113999999999999
246,9.431000000000001
247,31.315199999999983
248,47.51599999999999
249,7.652
250,10.799000000000001
251,29.192699999999988
252,20.860999999999994
253,11.704
254,17.595999999999997
255,16.038000000000004
256,9.553999999999998
257,15.136999999999993
258,8.113000000000001
259,21.170900000000003
260,63.84370000000003
261,15.232000000000001
262,28.90970000000001
263,17.987499999999997
264,16.330000000000005
265,8.416999999999996
266,19.286
267,22.843099999999996
268,51.15429999999999
269,9.029000000000003
270,5.061
271,5.814999999999998
272,9.294000000000002
273,10.136000000000001
274,10.251000000000003
275,7.0209999999999955
276,7.3889999999999985
277,16.926999999999985
278,6.574
279,27.494500000000013
280,11.576600000000003
281,22.69129999999999
282,6.064999999999997
283,22.058299999999985
284,12.222000000000003
285,12.243999999999998
286,8.648999999999996
287,9.644999999999998
288,7.334
289,5.371300000000002
290,14.297300000000002
291,8.710999999999999
292,7.350999999999999
293,7.442999999999996
294,9.880000000000004
295,4.635
296,7.2639999999999985
297,5.114000000000003
298,30.894999999999985
299,6.144999999999999
300,9.3093
301,50.0748
302,10.525000000000002
303,39.40349999999998
304,7.473000000000001
305,6.939399999999999
306,9.484000000000002
307,11.9267
308,7.237999999999999
309,6.267
310,5.7010000000000005
311,7.688000000000001
312,9.815000000000005
313,5.301000000000001
314,8.224
315,6.3919999999999995
316,7.384999999999999
317,12.377000000000002
318,5.107000000000003
319,13.639000000000003
320,6.033999999999997
321,6.392999999999998
322,6.236999999999997
323,7.225
324,10.492999999999997
325,9.721000000000002
326,8.875999999999998
327,9.283
328,5.1320000000000014
329,65.44700000000005
330,10.431000000000001
331,33.12580000000001
332,7.571299999999996
333,6.583999999999998
334,6.6819999999999995
335,6.213000000000002
336,17.400500000000008
337,5.482999999999999
338,32.361599999999996
339,6.519999999999999
340,8.145999999999999
341,24.688999999999997
342,12.555
343,7.922999999999999
344,11.026999999999997
345,5.233000000000003
346,5.939000000000001
347,5.835
348,4.946999999999999
349,11.046
350,10.849
351,33.08169999999997
352,30.003100000000018
353,12.421000000000006
354,6.502000000000001
355,8.561000000000002
356,33.92279999999998
357,4.997000000000001
358,17.21200000000001
359,18.64299999999999
360,6.196000000000001
361,5.767
362,9.011999999999999
363,5.835000000000001
364,10.041000000000002
365,13.275000000000004
366,5.298999999999999
367,10.906999999999996
368,8.785
369,13.453000000000005
370,12.950999999999999
371,7.133000000000002
372,12.428999999999998
373,7.465999999999999
374,5.1327
375,6.255
376,10.966999999999999
377,6.568
378,6.069999999999998
379,7.730999999999999
380,7.357999999999999
381,8.906
382,6.9967000000000015
383,7.525000000000005
384,6.871000000000001
385,8.281999999999998
386,5.331999999999999
387,8.595999999999998
388,19.320999999999998
389,6.663999999999998
390,7.936999999999997
391,10.607000000000001
392,7.379
393,8.580000000000002
394,11.25499999999999
395,7.2132999999999985
